Date,Title,Topic_CID,Speaker,Text,Seq,Topic_Seq,Speeches_CID,Sitting_Seq
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Also, e-sports refers to a collection of various games with different publishers. There are different titles such as DotA, CSGO, Fortnite, Call of Duty, and so on.",29,247,014-002-095-108-013-247,510
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),I would like to ask - how does Singapore choose to support specific e-sports titles? Why does the Singapore E-Sports Association limit its support only to certain games?,30,248,014-002-095-108-013-248,511
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"While Singapore has recently won a SEA Games medal for Valorant, why was there no representation for other games such as DotA 2 and CSGO, which have not only some of the biggest prize pools globally but have also hosted huge events in Singapore, such as the International, and have a large and devoted local fan base.",31,249,014-002-095-108-013-249,512
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Next, let me move to powerlifting. On 6 June 2022, Singaporean Farhanna Farid set a world record in the open U-52kg deadlift at the World Open Classic Powerlifting Championships in Sun City. She achieved 200.5 kilogrammes, ahead of Noemie Allabert and Shizuka Rico.",32,250,014-002-095-108-013-250,513
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"The brothers Matthew and Marcus Yap have also managed a string of achievements in powerlifting. In 2017, Matthew set a powerlifting squat world record, 215.5 kilogrammes, in the Under-66kg sub-junior category at the Asian Classic Powerlifting Championships.",33,251,014-002-095-108-013-251,514
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"And yet in 2017, Matthew and Marcus had to crowdfund plane tickets home after missing their flight from Minsk, Belarus, where they were participating in a competition where Matthew had set a new a world squat record. They did not receive any funding from SportSG because powerlifting does not, or did not, have an NSA, though having said that, an official at the then Powerlifting Singapore helped them to start the crowdfunding campaign and Singapore's Ministry of Foreign Affairs asked the airline to lower the fare for both of them.",34,252,014-002-095-108-013-252,515
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"According to Ms Dahpne Loo of Powerlifting Singapore as reported in an article in The Straits Times, ""Having worked 10-hour shifts at a Korean eatery and saving their allowances just to be able to make this trip to Belarus to compete, there was no way they could afford a flight back. They had already spent $5,500 for the chance to win the World Record,"" Ms Loo wrote.",35,253,014-002-095-108-013-253,516
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"The article said that as Powerlifting Singapore was then not an NSA, there is no funding to send athletes overseas. Even today, there still remains uncertainty about the sport and funding they can expect to receive from governing bodies, as reported in a September 2022 article in Today.",36,254,014-002-095-108-013-254,517
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Next, let me move to cuesports, starting with billiards. We have a world-class athlete in Peter Gilchrist, who won the World Billiards Championship (English billiards) in 1994, 2001, 2013 (long format) and 2019. Peter was a two-time Sportsman of the Year in Singapore.",37,255,014-002-095-108-013-255,518
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"We also have Aloysius Yapp, who was the world junior champion in nine-ball in 2014 and runner-up in the 2021 US Open Pool Championship. In 2022, Aloysius won a bronze medal at the World Games in Birmingham, Alabama for nine-ball. He reached number one in the world rankings in 2021. I note that Cuesport Singapore has received some Government funding.",38,256,014-002-095-108-013-256,519
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"There are a number of other lesser-known sports where we have great talent in Singapore and where more can be done to capitalise on that talent. In the interest of time, I cannot delve deep on all these, but I will refer to these briefly.",39,257,014-002-095-108-013-257,520
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"In sailing, Cecilia Low and Kimberley Lim came in as the top Asian team at the Olympics, also winning one race where 21 countries competed – an Olympic first. Our sailors also won three of the nine gold medals on offer at this year's SEA Games in Cambodia.",40,258,014-002-095-108-013-258,521
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"In bowling, Singaporean Cherie Tan was named World Bowling Athlete of the year by the World Bowling Association in 2019. Shayna Ng won the International Bowling Federation Super World Championships women's singles title in 2021.",41,259,014-002-095-108-013-259,522
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"As my hon friend Assoc Prof Jamus Lim mentioned, we also do well in tchoukball and dodgeball, being among the top 10 in the world, even though these sports do not have NSA-level recognition and support.",42,260,014-002-095-108-013-260,523
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Mdm Deputy Speaker, to conclude this part of my speech, I would like to pull together the threads of my key arguments on less well-known sports.",43,261,014-002-095-108-013-261,524
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"We clearly have some outstanding talent in less well-known sports at the global or regional level. People like Aloysius Yap and Peter Gilchrist in billiards, Paul Lim in darts, “iceiceice” and Xian in e-sports, Farhana Farid and the Yap brothers in powerlifting, and Shayna Ng and Cherie Tan in bowling, for example.",44,262,014-002-095-108-013-262,525
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),We ought to apply ourselves to do a few things as a country in regard to these lesser-known sports.,45,263,014-002-095-108-013-263,526
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Firstly, provide proper funding and support to our athletes in these less well-known sports with NSA backing, to enable them to keep winning for Singapore.",46,264,014-002-095-108-013-264,527
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Secondly, we should channel more efforts towards raising the profile of these sports and sportspersons – and we have successful sportspersons here to raise the profile of – so as to boost audience interest and attract new entrants into these sports, with these world-class athletes being role models and possibly future coaches and advisors to the NSAs.",47,265,014-002-095-108-013-265,528
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Thirdly, our sports administration professionals at SportsSG and the NSAs should try to unpack the reasons why we have such top talents, remove unnecessary layers of bureaucracy where it is called for, and help tweak our ecosystem to replicate such factors more broadly – the availability of certain types of training or attachment opportunities abroad, for example.",48,266,014-002-095-108-013-266,529
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Next, Mdm Deputy Speaker, I will move on to the third part of my speech, which is on identifying top talent that can perform at the highest levels in the region and the world at an early stage. What else can we do to make sure we are identifying such talent early and supporting them with the resources that are necessary to achieve excellence in competitive sports today?",49,267,014-002-095-108-013-267,530
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"In contrast to the ancient Greek Olympic ideal and perhaps disappointingly some might say, sporting excellence these days is to a considerable extent a function of financial investment in the best coaches, research and analytics, equipment, sports medicine doctors, sports massage therapists, even sports psychologists, and so on and so forth.",50,268,014-002-095-108-013-268,531
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),Can we identify early and invest more in the handful of those Singaporeans who are truly talented and have the potential to be world-class or at least tops in the region?,51,269,014-002-095-108-013-269,532
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),It is well known that the cost of Joseph Schooling's intense training in the USA prior to winning an Olympic Gold medal for Singapore was well over $1 million dollars – well over. I suspect that not many Singaporean families have that amount to spend or would be willing to spend that on a sporting career for their children if they did.,52,270,014-002-095-108-013-270,533
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"In the case of Joseph Schooling, he did receive state funding, but this came later in his career after he had already started getting some good results in the US. As his uncle Max wrote in a public post quoted in a Mothership article ",53,271,014-002-095-108-013-271,534
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"""His travel was not paid for by 'state money' but by his parents. His fees at a very expensive school -- chosen because it was a school that specialised in combining academics and sporting excellence in swimming – were paid for not by 'state money' but by his parents. His accommodation in North Florida was not paid for by 'state money' but by his parents. The same source of 'money' was what paid for his specialist coaches, his trips to various competitions, and so on.""",54,272,014-002-095-108-013-272,535
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"In fact, according to Max, state money began to flow only very late in the game.",55,273,014-002-095-108-013-273,536
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"As Joseph himself said in a TODAY article from 2016, ""[There is] [a]bsolutely not (enough financial support). Which parent should have to pay over US$1 million out of their own pocket to help their kid succeed? Multi-million dollar Awards Programme is really nice if you hit the target, but without support and funding, how do you hit those goals?""",56,274,014-002-095-108-013-274,537
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"In an interview with CNA in November last year, Joseph said, ""As far as financial support goes, I definitely think the associations can do a better job. We don't really have much funding.""",57,275,014-002-095-108-013-275,538
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),There is a bit of chicken-and-egg problem here. State funding can be attracted if good results are achieved but to get good results requires funding at an early age. We need to solve this chicken-and-egg problem.,58,276,014-002-095-108-013-276,539
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"I am aware that there are scholarships available, like the SOF-Peter Lim Scholarship and the NUS Sports Scholarship. But SportsSG and the NSAs should give serious thought to how truly talented athletes can be identified and funded early enough in their careers to achieve their full potential, with funding calibrated to potential.",59,277,014-002-095-108-013-277,540
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Here, we should direct funding drawn not only from the state but also philanthropic donors as well as corporate sponsors.",60,278,014-002-095-108-013-278,541
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"But we need to place our bets well. In doing this, we need rigorous, scientific early-stage identification of potentially amazing athletes. Do we currently have a good enough infrastructure and system to spot amazing talent at an early age?",61,279,014-002-095-108-013-279,542
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"After all, the science of sports has advanced a great deal. There is now a significant academic and published literature on how future potential can be predicted to a considerable extent by performance metrics and facts determined scientifically at an early age. This is something SportsSG should strive to do and discuss more openly.",62,280,014-002-095-108-013-280,543
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"For example, are our sports teachers primed with the necessary training to identify revealing predictive metrics and to be able to escalate such cases for national attention? Are they trained to differentiate someone with the potential to become truly great as opposed to just above average? If such training is not practicable, can there be a centralised cadre of talent scouts who have such training, who can be called in to evaluate individuals or who visit schools proactively for observation?",63,281,014-002-095-108-013-281,544
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"I note that for many professional sports in the US and Europe, there is literally a professional vocation known as talent scout. These professionals are highly trained, held to clear KPIs and fly around extensively to spot talent. Do we have a system for doing this?",64,282,014-002-095-108-013-282,545
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Mdm Deputy Speaker, the last part of my speech will be on the business aspects of the sports industry. If we succeed in attracting audience numbers and companies to certain sports where we do well, we will also need business managers who know how to optimise the business ecosystem to make it attractive and sustainable.",65,283,014-002-095-108-013-283,546
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Are we doing enough to train a cadre of professionals who have the necessary sports business management and marketing skill sets? Can we attract Singaporeans who have an interest in this field to take up sponsored training abroad, or perhaps attract foreign professionals in the short-term, aiming for some skills transfer, perhaps using ONE Pass for example?",66,284,014-002-095-108-013-284,547
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Such skills and best practices are available in abundance in countries like the US and the UK, where sports is, in many cases, a thriving, profitable, multi-billion dollar industry. If you look at the US Superbowl, for example, sometimes the commercial advertisements compete with the on-field athletic performances for public attention.",67,285,014-002-095-108-013-285,548
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"This is important if we want to make the sports industry sustainable and attractive to athletes and other sports professionals and administrators on the financial level, as opposed to being a government-dependent industry where one is expected to sacrifice financial sustainability for love of sport. There must be enough money in the ecosystem to attract and retain good people.",68,286,014-002-095-108-013-286,549
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"In contrast, there are certain types of artistic and creative activity where it is hard to achieve full commercial viability anywhere in the world – symphony orchestras for example, certain types of classical art forms, museums and so on. In these industries, state funding will probably remain key, though even here, efforts can be made to draw in philanthropic donations.",69,287,014-002-095-108-013-287,550
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"But in sports, commercial viability is not a futile goal, as examples around the world demonstrate.",70,288,014-002-095-108-013-288,551
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Mdm Deputy Speaker, in conclusion, with this Motion, the Workers' Party hopes to spark a national conversation on the future of sport in Singapore – what we want to achieve and how we are going to achieve it.",71,289,014-002-095-108-013-289,552
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),I trust the debate today will generate many useful discussions and will spark public participation in the conversation. We need the Singaporean people to wholeheartedly shape and thus support our sporting directions and to walk with our sporting stakeholders to make the future for sports and our sportspersons in Singapore better than the past.,72,290,014-002-095-108-013-290,553
2023-07-06,Sporting Success,014-002-095-108-013,Mr Leon Perera (Aljunied),"Mdm Deputy Speaker, I support the Motion posed by my colleagues, Assoc Prof Jamus Lim and Mr Muhamad Faisal Manap.",73,291,014-002-095-108-013-291,554
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Ms Poh Li San.,1,292,014-002-095-108-013-292,555
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"  Mdm Deputy Speaker, I would like to highlight some of our accomplishments at the 32nd SEA Games and the 12th ASEAN Para Games in Cambodia.",1,293,014-002-095-108-013-293,556
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Amongst the 558-strong contingent, our Team SG athletes bagged 51 gold, 43 silver and 64 bronze medals. Three athletes stood out.",2,294,014-002-095-108-013-294,557
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"One was Sprint Queen Shanti Pereira, who was also commended by fellow Members. At 26 years old, Shanti became the first Singaporean woman to clinch Gold medals for both the 100-metre and 200-metre sprint events and rewrote the national sprint records several times this year.",3,295,014-002-095-108-013-295,558
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"The second was 21-year-old swimmer, Jonathan Tan. He clinched Gold at the games and broke the national and SEA Games record for 50-metre freestyle. With this winning time, Jonathan has also qualified for Paris Olympics 2024. His achievements are impressive even though he is still currently serving his National Service.",4,296,014-002-095-108-013-296,559
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"The third was 16-year-old debutant, Izaac Quek. Izaac swept three Gold medals in all three table tennis men’s events by beating competitors who are more than twice his age.",5,297,014-002-095-108-013-297,560
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"At the 12th ASEAN Para Games, our athletes won 12 golds, 15 silvers and 17 bronzes. Special acknowledgement must be given to swimmer siblings, Colin and Sophie Soon, who both excelled. They clinched gold medals and rewrote the Games records for the S13 freestyle event.",6,298,014-002-095-108-013-298,561
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"With 51 gold medals, eight Games records, 17 national records and 40 personal best results, Singapore ranked sixth amongst 11 ASEAN countries, and not seventh as mentioned by Assoc Prof Jamus Lim earlier on. For a small nation to compete with more populous neighbours, it is not an easy feat. But we did well and what was achieved is credible, to say the least. So, congratulations to all our athletes!",7,299,014-002-095-108-013-299,562
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Even with these accomplishments, I am of the opinion that there is always more room to achieve sporting successes as a nation. The fundamentals for this blueprint are in place, we are on the right track and there are bright sparks.",8,300,014-002-095-108-013-300,563
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"With the recent achievement as a reference, it is likely that in another decade or so, we might be able to see more TeamSG athletes on the Olympics podium. And in order to achieve sporting successes, focus must be placed on youth development.",9,301,014-002-095-108-013-301,564
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"To support the development of national athletes and national sports associations, the Government has already invested about $70 million annually on the High Performance Sports system. These are significant investments to assist our high performance athletes with conducive training environment and to provide some financial support for them to train and compete at major competitions.",10,302,014-002-095-108-013-302,565
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"In October 2021, I spoke about nation-bonding through sports in Parliament and I recommended a four-pronged approach to strengthen our competitive sports system. The four points were (a) focus on a few key sports; (b) search for talents from a young age; (c) nurture them through training and competitions; and (d) help them persevere through the challenging periods. These approaches will require commitment and continual efforts from both the Government and stakeholders.",11,303,014-002-095-108-013-303,566
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Mdm Deputy Speaker, as the President of Singapore Table Tennis Association (STTA), I would like to share my views and experiences about the table tennis youth development plans that we have.",12,304,014-002-095-108-013-304,567
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"STTA was founded in 1931 and has a long history of more than 92 years. The association has gone through its fair share of ups and downs over the years. Today, table tennis is one of the most popular sports in Singapore.",13,305,014-002-095-108-013-305,568
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Many Singaporeans would remember how the Singapore women’s team won our first Olympics silver medal in the Beijing Olympics 2008. There were criticisms with regard to the fact that they were foreign talents. However, their contributions have undeniably elevated the standard of competitive table tennis in Singapore. To add, our head coaches for our current national team were both former Olympians  Coach Jing Junhong and Coach Gao Ning. They are naturalised Singaporeans and have remained here to help STTA to nurture our national paddlers. Their valuable experiences and skills have contributed towards our table tennis successes.",14,306,014-002-095-108-013-306,569
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Experienced stalwarts like Olympians Feng Tianwei, Yu Mengyu and Lin Ye have retired and STTA will have to ensure that there are new talented paddlers to take over. I am happy to share that as a result of STTA’s youth development programmes, we are not only able to nurture young talents to replace our stalwarts, the average age of our national team now is only 22 years old.",15,307,014-002-095-108-013-307,570
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"The recent Cambodian SEA Games men’s team gold medal was a historic win. It was the first victory in 50 years by an all local-born team. The men and women’s teams won four golds, two silvers and three bronzes – the best results since SEA Games 2017. This achievement is a strong testament to the early fruits of our local youth development efforts.",16,308,014-002-095-108-013-308,571
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"In STTA, we have put in place a very stringent selection process and start training the paddlers at a very young age. Children as young as five years old start training at one of our seven zone training centres that are located all across the island.",17,309,014-002-095-108-013-309,572
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"There are approximately 350 students in total. Students with good potential will start serious training from 10 years old and have an opportunity to be part of the Junior Development Squad, which has about 100 players.",18,310,014-002-095-108-013-310,573
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Thereafter, at the secondary school level, about 40 players will be selected for the Youth Training Squad and School within Schools Programme. From this lot, between five to eight players will be selected for the Intermediate Squad. And finally, the top 12 players will be selected into the National Team.",19,311,014-002-095-108-013-311,574
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),The fact is that less than 1% of the Zone Training Centre students will eventually make it into the National Team.,20,312,014-002-095-108-013-312,575
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"These youth players have many opportunities to compete locally and internationally. Many talented youths were discovered during the annual Crocodile Cup, Singapore Junior and Hopes International Tournament, Southeast Asia Junior and Asian Junior Table Tennis Championships and the World Table Tennis Youth Contender series. In fact, most of our current National Team players started off as Crocodile Cup age-group champions.",21,313,014-002-095-108-013-313,576
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"The outstanding players, with some as young as 12 years old, will get opportunities to compete in junior table tennis competitions overseas. For instance, in April this year, 12-year-old Loy Ming Ying won her first under-13 gold medal in the World Table Tennis (WTT) Youth Contender held in Poland and her second gold medal in the under-13 WTT Youth Contender held in Berlin.",22,314,014-002-095-108-013-314,577
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"It is extremely demanding for the youth players to cope with the challenges of having to achieve academically and, at the same time, to be able to perform during training. To help them balance schoolwork with sports, the Singapore Sports School provides a flexible and athlete-centric academic approach around the athlete’s training and competition schedule. At the end of the day, athletes are still able to earn their diplomas and degrees while playing table tennis competitively. Ten out of 13 national team players are alumni of the Singapore Sports School.",23,315,014-002-095-108-013-315,578
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"And medals and academic degrees are important but, in my view, the most valuable lesson from this rigorous youth development pathway will be the lessons on independence, resilience, discipline and teamwork.",24,316,014-002-095-108-013-316,579
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"There is a saying that it takes a village to raise a child. In sports, it is a multimillion investment that takes years to groom a world-class champion.",25,317,014-002-095-108-013-317,580
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"In STTA, approximately two-thirds of our annual expenses are funded by Government grants. The remaining expenses are self-funded by our training programmes and from goodwill donations from sponsors and donors. STTA works closely with SportSG to map out multi-year sports plans and targets for international tournaments and major games.",26,318,014-002-095-108-013-318,581
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"To groom world-class players, they must consistently compete against the top players in the world or train with established table tennis leagues and academies. We have signed memoranda of understanding (MOUs) with several table tennis academies in Europe and Asia so that players from both sides can train together and learn from each other. The fact is that our paddlers are away from home most of the time as they travel to far-flung places across Africa, Latin America, Europe and Asia to compete, train or acclimatise well before major games.",27,319,014-002-095-108-013-319,582
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"We clearly spare no effort in providing maximum training and competition opportunities for our top players. Over the past two years of intense competition and training stints, we have witnessed vast improvements in the technical skills and composure of our young national players, such as Izaac Quek, Koen Pang, Wong Xinru and Zhou Jingyi.",28,320,014-002-095-108-013-320,583
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"With each tournament, their world rankings improve so that they can qualify for major games and tournaments. As an example, Izaac Quek’s world ranking has risen rapidly from world number 239 in January 2023 to number 62 as of 4 July 2023 – two days ago – giving him a good chance to qualify for Paris Olympics.",29,321,014-002-095-108-013-321,584
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"In the past, talented athletes would not have considered sports as a career. Family members and friends would openly discourage them as it was truly difficult to survive as a professional athlete.",30,322,014-002-095-108-013-322,585
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Our times have since changed and there are signs that sports could now be considered as a viable career option. With proper management, successful athletes, such as Joseph Schooling and Loh Kean Yew, were able to generate sizable incomes from both prize monies as well as endorsement fees. In addition, athletes who achieve podium finishes at the four major games will be rewarded with attractive prize monies from the SNOC Major Games Award Programme that is sponsored by the Tote Board Group.",31,323,014-002-095-108-013-323,586
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"In STTA, apart from the rewards, we will also prepare our national paddlers for eventual retirement. Funds will be set aside for full-time national paddlers who have completed at least three continuous years of service. The gratuity amount will correspond with the duration of their service, which can be drawn upon their retirement. In addition, we have also set aside trust funds for high achieving national paddlers who have represented Singapore in the Olympics to further their studies in the universities.",32,324,014-002-095-108-013-324,587
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Most people may not be aware that beneath the glamour and fame of any recognised athlete, their schedule and expectations to achieve are extremely demanding. To add, there is always a possibility that the athletes may suffer a serious injury and can no longer compete. Professional sports can be very cruel because, after every victory, the athlete has to start from scratch again.",33,325,014-002-095-108-013-325,588
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"If our national athletes are expected to devote their youth to sports and to go all out to win at competitions in order to fly our flag high, we have to assure parents that professional sports is a viable career. Our sporting ecosystem must be able to support the professional athletes not only while they are at their peak but also after their retirement. It is only fair that our athletes and their families have such an assurance.",34,326,014-002-095-108-013-326,589
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Mdm Deputy Speaker, I have just explained how STTA searches for talents from a young age, nurture these talents through training and competitions and helping them to persevere through the challenging periods.",35,327,014-002-095-108-013-327,590
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Improvement is always necessary but identifying areas of improvement will be dependent on many factors, which include hidden challenges that may have absolutely nothing to do with sports, for example, issues like low birth rates and the relentless focus on academics. Such are difficult issues that we will have to manage when evaluating not just Singapore’s sporting ecosystem but our economy as well.",36,328,014-002-095-108-013-328,591
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),The Motion put forth by Assoc Prof Jamus Lim and Mr Faisal Manap is a concern that is expressed in a very elemental manner. Different sports have different challenges. The Motion fails to identify any focus or highlight the sports or games that they were referring to.,37,329,014-002-095-108-013-329,592
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Regardless of any Government participation to support any sports or games, achievement in sports requires an athlete’s passion, his desire to overcome obstacles to nurture a strong fighting spirit and a strong desire to achieve will always take precedence over any evaluation. Similarly, you can provide perks and have a goal like having our national soccer team participate in the World Cup finals. When it is unrealistic, we must be able to admit that some goals are not quite possible to score yet.",38,330,014-002-095-108-013-330,593
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"Having said that, we must also bear in mind that sports is for everyone and not just about glory.",39,331,014-002-095-108-013-331,594
2023-07-06,Sporting Success,014-002-095-108-013,Ms Poh Li San (Sembawang),"I chose to serve as the President of STTA pro bono because I want young players to be able to believe in their passion, achieve their sporting dreams and eventually become world-class paddlers who can win Olympic medals against all odds. STTA has a plan, is constantly improving, works with partners within the ecosystem and sets goals that are attainable to inspire our youths.",40,332,014-002-095-108-013-332,595
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Mr Mark Chay.,1,333,014-002-095-108-013-333,596
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay (Nominated Member),"  Mdm Deputy Speaker, I have some clarifications. The first clarification I have is for Assoc Prof Jamus Lim.",1,334,014-002-095-108-013-334,597
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,"  Mr Chay, can you speak into the mic, please?",1,335,014-002-095-108-013-335,598
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  Sorry. The first clarification that I have is for Assoc Prof Jamus Lim on the nature of para sports and the economic considerations versus the performance that our para-athletes have in relation to national funding. I am not an economics professor, but there are also positive externalities when it comes to having an economy that is doing well, in terms of healthcare, in terms of care for patients as well. So, I think that also speaks to the talent pool when we talk about the number of athletes representing our para-athlete contingent.",1,336,014-002-095-108-013-336,599
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"Second, I work with the Invictus Foundation, which is a foundation that enables war veterans to actually compete and still represent their countries even though they have been permanently injured as para-athletes.",2,337,014-002-095-108-013-337,600
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"And I think that Singapore is a relatively safe country. When it comes to the whole landscape of para-athletes, we also need to consider that because of our economic stability, safety, national defence, the pool of para-athletes is actually not very large. So, I would just like to ask Assoc Prof Jamus Lim if he has actually considered these in his comments.",3,338,014-002-095-108-013-338,601
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,I have a second clarification.,4,339,014-002-095-108-013-339,602
2023-07-06,Sporting Success,014-002-095-108-013,Mdm Deputy Speaker,  Do you want to let Assoc Prof Jamus Lim —,1,340,014-002-095-108-013-340,603
2023-07-06,Sporting Success,014-002-095-108-013,Mr Mark Chay,"  Oh, sorry. Yes, please.",1,341,014-002-095-108-013-341,604
